comp_ref,Solvent Accessible SA,Mol Volume calc,Int_E_eV,HOMO,HOMO-1,HOMO-2,HOMO-3,HOMO-4,LUMO,LUMO+1,LUMO+2,LUMO+3,LUMO+4,Dipole,Polar,Egap,IP,EA,Electronegativity,Chemical hardness,Electrophilicity,dN,cLogP,cLogS,Total Surface Area,Polar Surface Area,Relative PSA,LogConcInh_M,TempK,Time_H,Med_ConcM,aveIE,Med_ID_H2SO4,Med_ID_H3PO4,Med_ID_HCl,Med_ID_HClO4,Med_ID_HNO3,Med_ID_NaCl,Med_ID_NaOH
comp_1,379.1538048,303.584,-2.546167671,-6.239026638,-6.320932911,-6.680939551,-7.225983618,-7.306257207,-3.067811685,-2.103712271,-1.672683913,-0.951582177,-0.78831386,13.055,503.49,3.171214953,6.185178026,3.257484571,4.721331299,1.463846727,3.806916533,-0.151198411,1.8914,-4.621,270.97,141.89,0.4178,7.00,298,1,1,54.48666667,0,0,1,0,0,0,0
comp_1,379.1538048,303.584,-2.546167671,-6.239026638,-6.320932911,-6.680939551,-7.225983618,-7.306257207,-3.067811685,-2.103712271,-1.672683913,-0.951582177,-0.78831386,13.055,503.49,3.171214953,6.185178026,3.257484571,4.721331299,1.463846727,3.806916533,-0.151198411,1.8914,-4.621,270.97,141.89,0.4178,6.00,298,1,1,62.22,0,0,1,0,0,0,0
comp_1,379.1538048,303.584,-2.546167671,-6.239026638,-6.320932911,-6.680939551,-7.225983618,-7.306257207,-3.067811685,-2.103712271,-1.672683913,-0.951582177,-0.78831386,13.055,503.49,3.171214953,6.185178026,3.257484571,4.721331299,1.463846727,3.806916533,-0.151198411,1.8914,-4.621,270.97,141.89,0.4178,5.00,298,1,1,67.51,0,0,1,0,0,0,0
comp_1,379.1538048,303.584,-2.546167671,-6.239026638,-6.320932911,-6.680939551,-7.225983618,-7.306257207,-3.067811685,-2.103712271,-1.672683913,-0.951582177,-0.78831386,13.055,503.49,3.171214953,6.185178026,3.257484571,4.721331299,1.463846727,3.806916533,-0.151198411,1.8914,-4.621,270.97,141.89,0.4178,4.00,298,1,1,73.33,0,0,1,0,0,0,0
comp_1,379.1538048,303.584,-2.546167671,-6.239026638,-6.320932911,-6.680939551,-7.225983618,-7.306257207,-3.067811685,-2.103712271,-1.672683913,-0.951582177,-0.78831386,13.055,503.49,3.171214953,6.185178026,3.257484571,4.721331299,1.463846727,3.806916533,-0.151198411,1.8914,-4.621,270.97,141.89,0.4178,3.00,298,1,1,87.77666667,0,0,1,0,0,0,0
comp_10,208.6764203,154.44,0.620266645,-7.305712979,-7.37972795,-7.694019461,-7.915792259,-9.154454561,-0.465042591,-0.250888981,-0.076191881,0.208439219,0.254698575,3.3339,145.35,6.840670388,7.323365278,1.108282482,4.21582388,3.107541398,1.429841852,0.091447252,1.1808,-2.084,140.73,29.46,0.16414,3.00,298,24,0.5,85.6,1,0,0,0,0,0,0
comp_100,197.9829006,125.16,-0.346000785,-6.170181831,-6.649374343,-8.98111803,-9.170781393,-9.54330527,-0.184765313,0.120546441,0.178778808,0.245990932,0.81579736,2.8057,122.5,5.985416519,6.127194698,0.774955763,3.451075231,2.676119468,1.112611039,0.391957378,0.0864,-0.856,99.96,24.06,0.22929,4.00,298,1,0.1,46.32,0,0,0,1,0,0,0
comp_100,197.9829006,125.16,-0.346000785,-6.170181831,-6.649374343,-8.98111803,-9.170781393,-9.54330527,-0.184765313,0.120546441,0.178778808,0.245990932,0.81579736,2.8057,122.5,5.985416519,6.127194698,0.774955763,3.451075231,2.676119468,1.112611039,0.391957378,0.0864,-0.856,99.96,24.06,0.22929,3.00,298,1,0.1,60.72,0,0,0,1,0,0,0
comp_100,197.9829006,125.16,-0.346000785,-6.170181831,-6.649374343,-8.98111803,-9.170781393,-9.54330527,-0.184765313,0.120546441,0.178778808,0.245990932,0.81579736,2.8057,122.5,5.985416519,6.127194698,0.774955763,3.451075231,2.676119468,1.112611039,0.391957378,0.0864,-0.856,99.96,24.06,0.22929,2.30,298,1,0.1,66.5,0,0,0,1,0,0,0
comp_100,197.9829006,125.16,-0.346000785,-6.170181831,-6.649374343,-8.98111803,-9.170781393,-9.54330527,-0.184765313,0.120546441,0.178778808,0.245990932,0.81579736,2.8057,122.5,5.985416519,6.127194698,0.774955763,3.451075231,2.676119468,1.112611039,0.391957378,0.0864,-0.856,99.96,24.06,0.22929,2.00,298,1,0.1,77.79,0,0,0,1,0,0,0
comp_101,354.4101271,234.808,-1.696944061,-6.543794164,-6.599033279,-6.629510031,-6.725021997,-8.040964636,-0.349666313,-0.271025407,-0.06694001,-0.048436268,0.074831312,5.2229,247.41,6.194127851,6.435474289,0.868661981,3.652068135,2.783406154,1.197956831,0.304638209,1.0246,-1.534,199.26,35.64,0.17906,6.00,308,6,1,12,0,0,1,0,0,0,0
comp_101,354.4101271,234.808,-1.696944061,-6.543794164,-6.599033279,-6.629510031,-6.725021997,-8.040964636,-0.349666313,-0.271025407,-0.06694001,-0.048436268,0.074831312,5.2229,247.41,6.194127851,6.435474289,0.868661981,3.652068135,2.783406154,1.197956831,0.304638209,1.0246,-1.534,199.26,35.64,0.17906,5.00,308,0.5,1,32,0,0,1,0,0,0,0
comp_101,354.4101271,234.808,-1.696944061,-6.543794164,-6.599033279,-6.629510031,-6.725021997,-8.040964636,-0.349666313,-0.271025407,-0.06694001,-0.048436268,0.074831312,5.2229,247.41,6.194127851,6.435474289,0.868661981,3.652068135,2.783406154,1.197956831,0.304638209,1.0246,-1.534,199.26,35.64,0.17906,5.00,308,6,1,42,0,0,1,0,0,0,0
comp_101,354.4101271,234.808,-1.696944061,-6.543794164,-6.599033279,-6.629510031,-6.725021997,-8.040964636,-0.349666313,-0.271025407,-0.06694001,-0.048436268,0.074831312,5.2229,247.41,6.194127851,6.435474289,0.868661981,3.652068135,2.783406154,1.197956831,0.304638209,1.0246,-1.534,199.26,35.64,0.17906,4.00,308,0.5,1,70,0,0,1,0,0,0,0
comp_101,354.4101271,234.808,-1.696944061,-6.543794164,-6.599033279,-6.629510031,-6.725021997,-8.040964636,-0.349666313,-0.271025407,-0.06694001,-0.048436268,0.074831312,5.2229,247.41,6.194127851,6.435474289,0.868661981,3.652068135,2.783406154,1.197956831,0.304638209,1.0246,-1.534,199.26,35.64,0.17906,4.00,308,6,1,76,0,0,1,0,0,0,0
comp_101,354.4101271,234.808,-1.696944061,-6.543794164,-6.599033279,-6.629510031,-6.725021997,-8.040964636,-0.349666313,-0.271025407,-0.06694001,-0.048436268,0.074831312,5.2229,247.41,6.194127851,6.435474289,0.868661981,3.652068135,2.783406154,1.197956831,0.304638209,1.0246,-1.534,199.26,35.64,0.17906,3.60,308,0.5,1,87,0,0,1,0,0,0,0
comp_101,354.4101271,234.808,-1.696944061,-6.543794164,-6.599033279,-6.629510031,-6.725021997,-8.040964636,-0.349666313,-0.271025407,-0.06694001,-0.048436268,0.074831312,5.2229,247.41,6.194127851,6.435474289,0.868661981,3.652068135,2.783406154,1.197956831,0.304638209,1.0246,-1.534,199.26,35.64,0.17906,3.30,308,0.5,1,82.5,0,0,1,0,0,0,0
comp_101,354.4101271,234.808,-1.696944061,-6.543794164,-6.599033279,-6.629510031,-6.725021997,-8.040964636,-0.349666313,-0.271025407,-0.06694001,-0.048436268,0.074831312,5.2229,247.41,6.194127851,6.435474289,0.868661981,3.652068135,2.783406154,1.197956831,0.304638209,1.0246,-1.534,199.26,35.64,0.17906,3.30,308,6,1,89,0,0,1,0,0,0,0
comp_101,354.4101271,234.808,-1.696944061,-6.543794164,-6.599033279,-6.629510031,-6.725021997,-8.040964636,-0.349666313,-0.271025407,-0.06694001,-0.048436268,0.074831312,5.2229,247.41,6.194127851,6.435474289,0.868661981,3.652068135,2.783406154,1.197956831,0.304638209,1.0246,-1.534,199.26,35.64,0.17906,3.00,308,0.5,1,88.5,0,0,1,0,0,0,0
comp_101,354.4101271,234.808,-1.696944061,-6.543794164,-6.599033279,-6.629510031,-6.725021997,-8.040964636,-0.349666313,-0.271025407,-0.06694001,-0.048436268,0.074831312,5.2229,247.41,6.194127851,6.435474289,0.868661981,3.652068135,2.783406154,1.197956831,0.304638209,1.0246,-1.534,199.26,35.64,0.17906,3.00,308,2,1,88,0,0,1,0,0,0,0
comp_101,354.4101271,234.808,-1.696944061,-6.543794164,-6.599033279,-6.629510031,-6.725021997,-8.040964636,-0.349666313,-0.271025407,-0.06694001,-0.048436268,0.074831312,5.2229,247.41,6.194127851,6.435474289,0.868661981,3.652068135,2.783406154,1.197956831,0.304638209,1.0246,-1.534,199.26,35.64,0.17906,3.00,308,6,1,91,0,0,1,0,0,0,0
comp_101,354.4101271,234.808,-1.696944061,-6.543794164,-6.599033279,-6.629510031,-6.725021997,-8.040964636,-0.349666313,-0.271025407,-0.06694001,-0.048436268,0.074831312,5.2229,247.41,6.194127851,6.435474289,0.868661981,3.652068135,2.783406154,1.197956831,0.304638209,1.0246,-1.534,199.26,35.64,0.17906,3.00,318,2,1,91,0,0,1,0,0,0,0
comp_101,354.4101271,234.808,-1.696944061,-6.543794164,-6.599033279,-6.629510031,-6.725021997,-8.040964636,-0.349666313,-0.271025407,-0.06694001,-0.048436268,0.074831312,5.2229,247.41,6.194127851,6.435474289,0.868661981,3.652068135,2.783406154,1.197956831,0.304638209,1.0246,-1.534,199.26,35.64,0.17906,3.00,328,2,1,96,0,0,1,0,0,0,0
comp_101,354.4101271,234.808,-1.696944061,-6.543794164,-6.599033279,-6.629510031,-6.725021997,-8.040964636,-0.349666313,-0.271025407,-0.06694001,-0.048436268,0.074831312,5.2229,247.41,6.194127851,6.435474289,0.868661981,3.652068135,2.783406154,1.197956831,0.304638209,1.0246,-1.534,199.26,35.64,0.17906,3.00,338,2,1,97,0,0,1,0,0,0,0
comp_102,330.0739717,243.312,-1.745292254,-6.831418517,-7.033054889,-7.081219043,-7.261630534,-7.742999956,-1.872959715,-1.775270839,-0.979882019,-0.732258404,-0.622596517,9.4553,282.49,4.958458802,6.742946953,2.023419361,4.383183157,2.359763796,2.035404414,0.049503617,1.8389,-2.767,211.91,88.38,0.30942,6.00,298,0.5,1,40,0,0,1,0,0,0,0
comp_102,330.0739717,243.312,-1.745292254,-6.831418517,-7.033054889,-7.081219043,-7.261630534,-7.742999956,-1.872959715,-1.775270839,-0.979882019,-0.732258404,-0.622596517,9.4553,282.49,4.958458802,6.742946953,2.023419361,4.383183157,2.359763796,2.035404414,0.049503617,1.8389,-2.767,211.91,88.38,0.30942,6.00,298,6,1,40,0,0,1,0,0,0,0
comp_102,330.0739717,243.312,-1.745292254,-6.831418517,-7.033054889,-7.081219043,-7.261630534,-7.742999956,-1.872959715,-1.775270839,-0.979882019,-0.732258404,-0.622596517,9.4553,282.49,4.958458802,6.742946953,2.023419361,4.383183157,2.359763796,2.035404414,0.049503617,1.8389,-2.767,211.91,88.38,0.30942,5.30,298,0.5,1,50,0,0,1,0,0,0,0
comp_102,330.0739717,243.312,-1.745292254,-6.831418517,-7.033054889,-7.081219043,-7.261630534,-7.742999956,-1.872959715,-1.775270839,-0.979882019,-0.732258404,-0.622596517,9.4553,282.49,4.958458802,6.742946953,2.023419361,4.383183157,2.359763796,2.035404414,0.049503617,1.8389,-2.767,211.91,88.38,0.30942,5.30,298,6,1,43,0,0,1,0,0,0,0
comp_102,330.0739717,243.312,-1.745292254,-6.831418517,-7.033054889,-7.081219043,-7.261630534,-7.742999956,-1.872959715,-1.775270839,-0.979882019,-0.732258404,-0.622596517,9.4553,282.49,4.958458802,6.742946953,2.023419361,4.383183157,2.359763796,2.035404414,0.049503617,1.8389,-2.767,211.91,88.38,0.30942,5.00,298,0.5,1,71.5,0,0,1,0,0,0,0
comp_102,330.0739717,243.312,-1.745292254,-6.831418517,-7.033054889,-7.081219043,-7.261630534,-7.742999956,-1.872959715,-1.775270839,-0.979882019,-0.732258404,-0.622596517,9.4553,282.49,4.958458802,6.742946953,2.023419361,4.383183157,2.359763796,2.035404414,0.049503617,1.8389,-2.767,211.91,88.38,0.30942,5.00,298,6,1,51,0,0,1,0,0,0,0
comp_102,330.0739717,243.312,-1.745292254,-6.831418517,-7.033054889,-7.081219043,-7.261630534,-7.742999956,-1.872959715,-1.775270839,-0.979882019,-0.732258404,-0.622596517,9.4553,282.49,4.958458802,6.742946953,2.023419361,4.383183157,2.359763796,2.035404414,0.049503617,1.8389,-2.767,211.91,88.38,0.30942,4.60,298,6,1,69,0,0,1,0,0,0,0
comp_102,330.0739717,243.312,-1.745292254,-6.831418517,-7.033054889,-7.081219043,-7.261630534,-7.742999956,-1.872959715,-1.775270839,-0.979882019,-0.732258404,-0.622596517,9.4553,282.49,4.958458802,6.742946953,2.023419361,4.383183157,2.359763796,2.035404414,0.049503617,1.8389,-2.767,211.91,88.38,0.30942,4.30,298,0.5,1,81,0,0,1,0,0,0,0
comp_102,330.0739717,243.312,-1.745292254,-6.831418517,-7.033054889,-7.081219043,-7.261630534,-7.742999956,-1.872959715,-1.775270839,-0.979882019,-0.732258404,-0.622596517,9.4553,282.49,4.958458802,6.742946953,2.023419361,4.383183157,2.359763796,2.035404414,0.049503617,1.8389,-2.767,211.91,88.38,0.30942,4.30,298,6,1,82,0,0,1,0,0,0,0
comp_102,330.0739717,243.312,-1.745292254,-6.831418517,-7.033054889,-7.081219043,-7.261630534,-7.742999956,-1.872959715,-1.775270839,-0.979882019,-0.732258404,-0.622596517,9.4553,282.49,4.958458802,6.742946953,2.023419361,4.383183157,2.359763796,2.035404414,0.049503617,1.8389,-2.767,211.91,88.38,0.30942,4.00,298,0.5,1,82.5,0,0,1,0,0,0,0
comp_102,330.0739717,243.312,-1.745292254,-6.831418517,-7.033054889,-7.081219043,-7.261630534,-7.742999956,-1.872959715,-1.775270839,-0.979882019,-0.732258404,-0.622596517,9.4553,282.49,4.958458802,6.742946953,2.023419361,4.383183157,2.359763796,2.035404414,0.049503617,1.8389,-2.767,211.91,88.38,0.30942,4.00,298,1,1,93,0,0,1,0,0,0,0
comp_102,330.0739717,243.312,-1.745292254,-6.831418517,-7.033054889,-7.081219043,-7.261630534,-7.742999956,-1.872959715,-1.775270839,-0.979882019,-0.732258404,-0.622596517,9.4553,282.49,4.958458802,6.742946953,2.023419361,4.383183157,2.359763796,2.035404414,0.049503617,1.8389,-2.767,211.91,88.38,0.30942,4.00,298,6,1,85,0,0,1,0,0,0,0
comp_102,330.0739717,243.312,-1.745292254,-6.831418517,-7.033054889,-7.081219043,-7.261630534,-7.742999956,-1.872959715,-1.775270839,-0.979882019,-0.732258404,-0.622596517,9.4553,282.49,4.958458802,6.742946953,2.023419361,4.383183157,2.359763796,2.035404414,0.049503617,1.8389,-2.767,211.91,88.38,0.30942,4.00,348,1,1,70,0,0,1,0,0,0,0
comp_103,375.4605546,266.672,-1.575272684,-6.729647932,-7.042850988,-7.231425895,-7.477416827,-8.148449611,-1.989968676,-0.829675167,-0.664774166,-0.539057562,-0.439463888,4.367,290.02,4.739679256,6.659125434,2.108621232,4.383873333,2.275252101,2.111672086,0.051039033,1.7792,-2.332,229.04,58.97,0.22328,6.00,298,0.5,1,27,0,0,1,0,0,0,0
comp_103,375.4605546,266.672,-1.575272684,-6.729647932,-7.042850988,-7.231425895,-7.477416827,-8.148449611,-1.989968676,-0.829675167,-0.664774166,-0.539057562,-0.439463888,4.367,290.02,4.739679256,6.659125434,2.108621232,4.383873333,2.275252101,2.111672086,0.051039033,1.7792,-2.332,229.04,58.97,0.22328,6.00,298,6,1,27,0,0,1,0,0,0,0
comp_103,375.4605546,266.672,-1.575272684,-6.729647932,-7.042850988,-7.231425895,-7.477416827,-8.148449611,-1.989968676,-0.829675167,-0.664774166,-0.539057562,-0.439463888,4.367,290.02,4.739679256,6.659125434,2.108621232,4.383873333,2.275252101,2.111672086,0.051039033,1.7792,-2.332,229.04,58.97,0.22328,5.30,298,0.5,1,35,0,0,1,0,0,0,0
comp_103,375.4605546,266.672,-1.575272684,-6.729647932,-7.042850988,-7.231425895,-7.477416827,-8.148449611,-1.989968676,-0.829675167,-0.664774166,-0.539057562,-0.439463888,4.367,290.02,4.739679256,6.659125434,2.108621232,4.383873333,2.275252101,2.111672086,0.051039033,1.7792,-2.332,229.04,58.97,0.22328,5.30,298,6,1,31,0,0,1,0,0,0,0
comp_103,375.4605546,266.672,-1.575272684,-6.729647932,-7.042850988,-7.231425895,-7.477416827,-8.148449611,-1.989968676,-0.829675167,-0.664774166,-0.539057562,-0.439463888,4.367,290.02,4.739679256,6.659125434,2.108621232,4.383873333,2.275252101,2.111672086,0.051039033,1.7792,-2.332,229.04,58.97,0.22328,5.00,298,0.5,1,48,0,0,1,0,0,0,0
comp_103,375.4605546,266.672,-1.575272684,-6.729647932,-7.042850988,-7.231425895,-7.477416827,-8.148449611,-1.989968676,-0.829675167,-0.664774166,-0.539057562,-0.439463888,4.367,290.02,4.739679256,6.659125434,2.108621232,4.383873333,2.275252101,2.111672086,0.051039033,1.7792,-2.332,229.04,58.97,0.22328,5.00,298,6,1,42,0,0,1,0,0,0,0
comp_103,375.4605546,266.672,-1.575272684,-6.729647932,-7.042850988,-7.231425895,-7.477416827,-8.148449611,-1.989968676,-0.829675167,-0.664774166,-0.539057562,-0.439463888,4.367,290.02,4.739679256,6.659125434,2.108621232,4.383873333,2.275252101,2.111672086,0.051039033,1.7792,-2.332,229.04,58.97,0.22328,4.60,298,6,1,55,0,0,1,0,0,0,0
comp_103,375.4605546,266.672,-1.575272684,-6.729647932,-7.042850988,-7.231425895,-7.477416827,-8.148449611,-1.989968676,-0.829675167,-0.664774166,-0.539057562,-0.439463888,4.367,290.02,4.739679256,6.659125434,2.108621232,4.383873333,2.275252101,2.111672086,0.051039033,1.7792,-2.332,229.04,58.97,0.22328,4.30,298,0.5,1,59,0,0,1,0,0,0,0
comp_103,375.4605546,266.672,-1.575272684,-6.729647932,-7.042850988,-7.231425895,-7.477416827,-8.148449611,-1.989968676,-0.829675167,-0.664774166,-0.539057562,-0.439463888,4.367,290.02,4.739679256,6.659125434,2.108621232,4.383873333,2.275252101,2.111672086,0.051039033,1.7792,-2.332,229.04,58.97,0.22328,4.30,298,6,1,62,0,0,1,0,0,0,0
comp_103,375.4605546,266.672,-1.575272684,-6.729647932,-7.042850988,-7.231425895,-7.477416827,-8.148449611,-1.989968676,-0.829675167,-0.664774166,-0.539057562,-0.439463888,4.367,290.02,4.739679256,6.659125434,2.108621232,4.383873333,2.275252101,2.111672086,0.051039033,1.7792,-2.332,229.04,58.97,0.22328,4.00,298,0.5,1,69,0,0,1,0,0,0,0
comp_103,375.4605546,266.672,-1.575272684,-6.729647932,-7.042850988,-7.231425895,-7.477416827,-8.148449611,-1.989968676,-0.829675167,-0.664774166,-0.539057562,-0.439463888,4.367,290.02,4.739679256,6.659125434,2.108621232,4.383873333,2.275252101,2.111672086,0.051039033,1.7792,-2.332,229.04,58.97,0.22328,4.00,298,1,1,54,0,0,1,0,0,0,0
comp_103,375.4605546,266.672,-1.575272684,-6.729647932,-7.042850988,-7.231425895,-7.477416827,-8.148449611,-1.989968676,-0.829675167,-0.664774166,-0.539057562,-0.439463888,4.367,290.02,4.739679256,6.659125434,2.108621232,4.383873333,2.275252101,2.111672086,0.051039033,1.7792,-2.332,229.04,58.97,0.22328,4.00,298,6,1,64,0,0,1,0,0,0,0
comp_103,375.4605546,266.672,-1.575272684,-6.729647932,-7.042850988,-7.231425895,-7.477416827,-8.148449611,-1.989968676,-0.829675167,-0.664774166,-0.539057562,-0.439463888,4.367,290.02,4.739679256,6.659125434,2.108621232,4.383873333,2.275252101,2.111672086,0.051039033,1.7792,-2.332,229.04,58.97,0.22328,4.00,348,1,1,52,0,0,1,0,0,0,0
comp_104,387.7091738,276.912,-1.981570533,-6.79359469,-6.994142607,-7.070062374,-7.25782094,-7.702454991,-1.795951492,-1.736902784,-0.796477275,-0.717020028,-0.607902369,6.2201,314.39,4.997643198,6.708117467,1.886131931,4.297124699,2.410992768,1.914696813,0.08414596,2.6731,-3.195,241.58,77.38,0.25859,6.00,298,0.5,1,45,0,0,1,0,0,0,0
comp_104,387.7091738,276.912,-1.981570533,-6.79359469,-6.994142607,-7.070062374,-7.25782094,-7.702454991,-1.795951492,-1.736902784,-0.796477275,-0.717020028,-0.607902369,6.2201,314.39,4.997643198,6.708117467,1.886131931,4.297124699,2.410992768,1.914696813,0.08414596,2.6731,-3.195,241.58,77.38,0.25859,6.00,298,6,1,41,0,0,1,0,0,0,0
comp_104,387.7091738,276.912,-1.981570533,-6.79359469,-6.994142607,-7.070062374,-7.25782094,-7.702454991,-1.795951492,-1.736902784,-0.796477275,-0.717020028,-0.607902369,6.2201,314.39,4.997643198,6.708117467,1.886131931,4.297124699,2.410992768,1.914696813,0.08414596,2.6731,-3.195,241.58,77.38,0.25859,5.30,298,0.5,1,58,0,0,1,0,0,0,0
comp_104,387.7091738,276.912,-1.981570533,-6.79359469,-6.994142607,-7.070062374,-7.25782094,-7.702454991,-1.795951492,-1.736902784,-0.796477275,-0.717020028,-0.607902369,6.2201,314.39,4.997643198,6.708117467,1.886131931,4.297124699,2.410992768,1.914696813,0.08414596,2.6731,-3.195,241.58,77.38,0.25859,5.30,298,6,1,47,0,0,1,0,0,0,0
comp_104,387.7091738,276.912,-1.981570533,-6.79359469,-6.994142607,-7.070062374,-7.25782094,-7.702454991,-1.795951492,-1.736902784,-0.796477275,-0.717020028,-0.607902369,6.2201,314.39,4.997643198,6.708117467,1.886131931,4.297124699,2.410992768,1.914696813,0.08414596,2.6731,-3.195,241.58,77.38,0.25859,5.00,298,0.5,1,66,0,0,1,0,0,0,0
comp_104,387.7091738,276.912,-1.981570533,-6.79359469,-6.994142607,-7.070062374,-7.25782094,-7.702454991,-1.795951492,-1.736902784,-0.796477275,-0.717020028,-0.607902369,6.2201,314.39,4.997643198,6.708117467,1.886131931,4.297124699,2.410992768,1.914696813,0.08414596,2.6731,-3.195,241.58,77.38,0.25859,5.00,298,6,1,59,0,0,1,0,0,0,0
comp_104,387.7091738,276.912,-1.981570533,-6.79359469,-6.994142607,-7.070062374,-7.25782094,-7.702454991,-1.795951492,-1.736902784,-0.796477275,-0.717020028,-0.607902369,6.2201,314.39,4.997643198,6.708117467,1.886131931,4.297124699,2.410992768,1.914696813,0.08414596,2.6731,-3.195,241.58,77.38,0.25859,4.60,298,6,1,72,0,0,1,0,0,0,0
comp_104,387.7091738,276.912,-1.981570533,-6.79359469,-6.994142607,-7.070062374,-7.25782094,-7.702454991,-1.795951492,-1.736902784,-0.796477275,-0.717020028,-0.607902369,6.2201,314.39,4.997643198,6.708117467,1.886131931,4.297124699,2.410992768,1.914696813,0.08414596,2.6731,-3.195,241.58,77.38,0.25859,4.30,298,0.5,1,71,0,0,1,0,0,0,0
comp_104,387.7091738,276.912,-1.981570533,-6.79359469,-6.994142607,-7.070062374,-7.25782094,-7.702454991,-1.795951492,-1.736902784,-0.796477275,-0.717020028,-0.607902369,6.2201,314.39,4.997643198,6.708117467,1.886131931,4.297124699,2.410992768,1.914696813,0.08414596,2.6731,-3.195,241.58,77.38,0.25859,4.30,298,6,1,78,0,0,1,0,0,0,0
comp_104,387.7091738,276.912,-1.981570533,-6.79359469,-6.994142607,-7.070062374,-7.25782094,-7.702454991,-1.795951492,-1.736902784,-0.796477275,-0.717020028,-0.607902369,6.2201,314.39,4.997643198,6.708117467,1.886131931,4.297124699,2.410992768,1.914696813,0.08414596,2.6731,-3.195,241.58,77.38,0.25859,4.00,298,0.5,1,83,0,0,1,0,0,0,0
comp_104,387.7091738,276.912,-1.981570533,-6.79359469,-6.994142607,-7.070062374,-7.25782094,-7.702454991,-1.795951492,-1.736902784,-0.796477275,-0.717020028,-0.607902369,6.2201,314.39,4.997643198,6.708117467,1.886131931,4.297124699,2.410992768,1.914696813,0.08414596,2.6731,-3.195,241.58,77.38,0.25859,4.00,298,1,1,82,0,0,1,0,0,0,0
comp_104,387.7091738,276.912,-1.981570533,-6.79359469,-6.994142607,-7.070062374,-7.25782094,-7.702454991,-1.795951492,-1.736902784,-0.796477275,-0.717020028,-0.607902369,6.2201,314.39,4.997643198,6.708117467,1.886131931,4.297124699,2.410992768,1.914696813,0.08414596,2.6731,-3.195,241.58,77.38,0.25859,4.00,298,6,1,81,0,0,1,0,0,0,0
comp_104,387.7091738,276.912,-1.981570533,-6.79359469,-6.994142607,-7.070062374,-7.25782094,-7.702454991,-1.795951492,-1.736902784,-0.796477275,-0.717020028,-0.607902369,6.2201,314.39,4.997643198,6.708117467,1.886131931,4.297124699,2.410992768,1.914696813,0.08414596,2.6731,-3.195,241.58,77.38,0.25859,4.00,348,1,1,61,0,0,1,0,0,0,0
comp_105,148.2494856,96.072,-0.164150864,-6.382974872,-8.489952509,-8.516347553,-8.956083555,-9.435548181,-0.216874748,0.234017922,0.315924194,0.32762509,0.919200627,1.5751,91.12,6.166100123,6.429129084,0.828731639,3.628930361,2.800198722,1.175732231,0.311074222,0.7445,-1.125,80.26,12.03,0.14279,4.00,298,1,1,52.315,0,0,1,0,0,0,0
comp_105,148.2494856,96.072,-0.164150864,-6.382974872,-8.489952509,-8.516347553,-8.956083555,-9.435548181,-0.216874748,0.234017922,0.315924194,0.32762509,0.919200627,1.5751,91.12,6.166100123,6.429129084,0.828731639,3.628930361,2.800198722,1.175732231,0.311074222,0.7445,-1.125,80.26,12.03,0.14279,3.00,298,1,1,60.325,0,0,1,0,0,0,0
comp_105,148.2494856,96.072,-0.164150864,-6.382974872,-8.489952509,-8.516347553,-8.956083555,-9.435548181,-0.216874748,0.234017922,0.315924194,0.32762509,0.919200627,1.5751,91.12,6.166100123,6.429129084,0.828731639,3.628930361,2.800198722,1.175732231,0.311074222,0.7445,-1.125,80.26,12.03,0.14279,2.30,298,1,1,69.815,0,0,1,0,0,0,0
comp_105,148.2494856,96.072,-0.164150864,-6.382974872,-8.489952509,-8.516347553,-8.956083555,-9.435548181,-0.216874748,0.234017922,0.315924194,0.32762509,0.919200627,1.5751,91.12,6.166100123,6.429129084,0.828731639,3.628930361,2.800198722,1.175732231,0.311074222,0.7445,-1.125,80.26,12.03,0.14279,2.00,298,1,1,74.075,0,0,1,0,0,0,0
comp_106,171.7372144,113.296,-0.285152847,-6.397396906,-8.379746394,-8.501653405,-8.955811441,-9.214047497,-0.180683605,0.171975961,0.208167105,0.306944437,0.827226142,1.5427,108.67,6.216713302,6.435292517,0.808592574,3.621942545,2.813349972,1.165733728,0.312103885,1.0692,-1.503,91.26,12.03,0.12558,4.00,298,1,1,38.28,0,0,1,0,0,0,0
comp_106,171.7372144,113.296,-0.285152847,-6.397396906,-8.379746394,-8.501653405,-8.955811441,-9.214047497,-0.180683605,0.171975961,0.208167105,0.306944437,0.827226142,1.5427,108.67,6.216713302,6.435292517,0.808592574,3.621942545,2.813349972,1.165733728,0.312103885,1.0692,-1.503,91.26,12.03,0.12558,3.00,298,1,1,49.19,0,0,1,0,0,0,0
comp_106,171.7372144,113.296,-0.285152847,-6.397396906,-8.379746394,-8.501653405,-8.955811441,-9.214047497,-0.180683605,0.171975961,0.208167105,0.306944437,0.827226142,1.5427,108.67,6.216713302,6.435292517,0.808592574,3.621942545,2.813349972,1.165733728,0.312103885,1.0692,-1.503,91.26,12.03,0.12558,2.30,298,1,1,51.89,0,0,1,0,0,0,0
comp_106,171.7372144,113.296,-0.285152847,-6.397396906,-8.379746394,-8.501653405,-8.955811441,-9.214047497,-0.180683605,0.171975961,0.208167105,0.306944437,0.827226142,1.5427,108.67,6.216713302,6.435292517,0.808592574,3.621942545,2.813349972,1.165733728,0.312103885,1.0692,-1.503,91.26,12.03,0.12558,2.00,298,1,1,60.52,0,0,1,0,0,0,0
