comp_ref,Compound,smiles,HOMO,HOMO_1,HOMO_2,HOMO_3,LUMO,Dipole,Polar,Egap,IP,EA,Electronegativity,Chemical hardness,Electrophilicity,deltaN,cLogP,cLogS,Total Surface Area,Polar Surface Area,Relative PSA,ConcInh_M,TempK,Time_H,Med_ConcM,Med_ID,Method,IE
comp_106,2-methylpiperidine,CC1CCCCN1,-6.397396906,-8.379746394,-8.501653405,-8.955811441,-0.180683605,1.5427,108.67,6.216713302,6.435292517,0.808592574,3.621942545,2.813349972,1.165733728,0.312103885,1.0692,-1.503,91.26,12.03,0.12558,0.0001,298,1,1,HCl,EIS,34.78
comp_106,2-methylpiperidine,CC1CCCCN1,-6.397396906,-8.379746394,-8.501653405,-8.955811441,-0.180683605,1.5427,108.67,6.216713302,6.435292517,0.808592574,3.621942545,2.813349972,1.165733728,0.312103885,1.0692,-1.503,91.26,12.03,0.12558,0.001,298,1,1,HCl,EIS,46.69
comp_106,2-methylpiperidine,CC1CCCCN1,-6.397396906,-8.379746394,-8.501653405,-8.955811441,-0.180683605,1.5427,108.67,6.216713302,6.435292517,0.808592574,3.621942545,2.813349972,1.165733728,0.312103885,1.0692,-1.503,91.26,12.03,0.12558,0.005,298,1,1,HCl,EIS,50.3
comp_106,2-methylpiperidine,CC1CCCCN1,-6.397396906,-8.379746394,-8.501653405,-8.955811441,-0.180683605,1.5427,108.67,6.216713302,6.435292517,0.808592574,3.621942545,2.813349972,1.165733728,0.312103885,1.0692,-1.503,91.26,12.03,0.12558,0.01,298,1,1,HCl,EIS,57.65
comp_107,3-methylpiperidine,CC1CCCNC1,-6.386240238,-8.332398582,-8.431720142,-8.890232,-0.182588402,1.5024,107.98,6.203651836,6.436427912,0.819077447,3.62775268,2.808675232,1.171423217,0.310554709,1.0138,-1.285,91.26,12.03,0.12558,0.0001,298,1,1,HCl,PDP,44.66
comp_107,3-methylpiperidine,CC1CCCNC1,-6.386240238,-8.332398582,-8.431720142,-8.890232,-0.182588402,1.5024,107.98,6.203651836,6.436427912,0.819077447,3.62775268,2.808675232,1.171423217,0.310554709,1.0138,-1.285,91.26,12.03,0.12558,0.001,298,1,1,HCl,PDP,58.29
comp_107,3-methylpiperidine,CC1CCCNC1,-6.386240238,-8.332398582,-8.431720142,-8.890232,-0.182588402,1.5024,107.98,6.203651836,6.436427912,0.819077447,3.62775268,2.808675232,1.171423217,0.310554709,1.0138,-1.285,91.26,12.03,0.12558,0.005,298,1,1,HCl,PDP,59.37
comp_107,3-methylpiperidine,CC1CCCNC1,-6.386240238,-8.332398582,-8.431720142,-8.890232,-0.182588402,1.5024,107.98,6.203651836,6.436427912,0.819077447,3.62775268,2.808675232,1.171423217,0.310554709,1.0138,-1.285,91.26,12.03,0.12558,0.01,298,1,1,HCl,PDP,70.42
comp_107,3-methylpiperidine,CC1CCCNC1,-6.386240238,-8.332398582,-8.431720142,-8.890232,-0.182588402,1.5024,107.98,6.203651836,6.436427912,0.819077447,3.62775268,2.808675232,1.171423217,0.310554709,1.0138,-1.285,91.26,12.03,0.12558,0.0001,298,1,1,HCl,EIS,37.19
comp_107,3-methylpiperidine,CC1CCCNC1,-6.386240238,-8.332398582,-8.431720142,-8.890232,-0.182588402,1.5024,107.98,6.203651836,6.436427912,0.819077447,3.62775268,2.808675232,1.171423217,0.310554709,1.0138,-1.285,91.26,12.03,0.12558,0.001,298,1,1,HCl,EIS,50.58
comp_107,3-methylpiperidine,CC1CCCNC1,-6.386240238,-8.332398582,-8.431720142,-8.890232,-0.182588402,1.5024,107.98,6.203651836,6.436427912,0.819077447,3.62775268,2.808675232,1.171423217,0.310554709,1.0138,-1.285,91.26,12.03,0.12558,0.005,298,1,1,HCl,EIS,56.09
comp_107,3-methylpiperidine,CC1CCCNC1,-6.386240238,-8.332398582,-8.431720142,-8.890232,-0.182588402,1.5024,107.98,6.203651836,6.436427912,0.819077447,3.62775268,2.808675232,1.171423217,0.310554709,1.0138,-1.285,91.26,12.03,0.12558,0.01,298,1,1,HCl,EIS,63.69
comp_108,4-methylpiperidine,CC1CCNCC1,-6.132630118,-8.412127944,-8.436890306,-8.638254564,-0.258780283,1.6677,105.7,5.873849835,6.181400977,0.854505012,3.517952995,2.663447982,1.16165149,0.368712666,1.0138,-1.285,91.26,12.03,0.12558,0.0001,298,1,1,HCl,PDP,60.59
comp_108,4-methylpiperidine,CC1CCNCC1,-6.132630118,-8.412127944,-8.436890306,-8.638254564,-0.258780283,1.6677,105.7,5.873849835,6.181400977,0.854505012,3.517952995,2.663447982,1.16165149,0.368712666,1.0138,-1.285,91.26,12.03,0.12558,0.001,298,1,1,HCl,PDP,67.62
comp_108,4-methylpiperidine,CC1CCNCC1,-6.132630118,-8.412127944,-8.436890306,-8.638254564,-0.258780283,1.6677,105.7,5.873849835,6.181400977,0.854505012,3.517952995,2.663447982,1.16165149,0.368712666,1.0138,-1.285,91.26,12.03,0.12558,0.005,298,1,1,HCl,PDP,78.05
comp_108,4-methylpiperidine,CC1CCNCC1,-6.132630118,-8.412127944,-8.436890306,-8.638254564,-0.258780283,1.6677,105.7,5.873849835,6.181400977,0.854505012,3.517952995,2.663447982,1.16165149,0.368712666,1.0138,-1.285,91.26,12.03,0.12558,0.01,298,1,1,HCl,PDP,87.52
comp_108,4-methylpiperidine,CC1CCNCC1,-6.132630118,-8.412127944,-8.436890306,-8.638254564,-0.258780283,1.6677,105.7,5.873849835,6.181400977,0.854505012,3.517952995,2.663447982,1.16165149,0.368712666,1.0138,-1.285,91.26,12.03,0.12558,0.0001,298,1,1,HCl,EIS,54.31
comp_108,4-methylpiperidine,CC1CCNCC1,-6.132630118,-8.412127944,-8.436890306,-8.638254564,-0.258780283,1.6677,105.7,5.873849835,6.181400977,0.854505012,3.517952995,2.663447982,1.16165149,0.368712666,1.0138,-1.285,91.26,12.03,0.12558,0.001,298,1,1,HCl,EIS,58.42
comp_108,4-methylpiperidine,CC1CCNCC1,-6.132630118,-8.412127944,-8.436890306,-8.638254564,-0.258780283,1.6677,105.7,5.873849835,6.181400977,0.854505012,3.517952995,2.663447982,1.16165149,0.368712666,1.0138,-1.285,91.26,12.03,0.12558,0.005,298,1,1,HCl,EIS,73.45
comp_108,4-methylpiperidine,CC1CCNCC1,-6.132630118,-8.412127944,-8.436890306,-8.638254564,-0.258780283,1.6677,105.7,5.873849835,6.181400977,0.854505012,3.517952995,2.663447982,1.16165149,0.368712666,1.0138,-1.285,91.26,12.03,0.12558,0.01,298,1,1,HCl,EIS,82.12
comp_109,"cis-2,6-dimethylpiperidine",CC1CCCC(C)N1,-6.094806291,-8.225729948,-8.501653405,-8.96696811,-0.203541169,1.7854,123.91,5.891265122,6.120355579,0.806518359,3.463436969,2.65691861,1.128694307,0.390137292,1.3939,-1.881,102.26,12.03,0.11207,0.0001,298,1,1,HCl,PDP,38.93
comp_109,"cis-2,6-dimethylpiperidine",CC1CCCC(C)N1,-6.094806291,-8.225729948,-8.501653405,-8.96696811,-0.203541169,1.7854,123.91,5.891265122,6.120355579,0.806518359,3.463436969,2.65691861,1.128694307,0.390137292,1.3939,-1.881,102.26,12.03,0.11207,0.001,298,1,1,HCl,PDP,47.92
comp_109,"cis-2,6-dimethylpiperidine",CC1CCCC(C)N1,-6.094806291,-8.225729948,-8.501653405,-8.96696811,-0.203541169,1.7854,123.91,5.891265122,6.120355579,0.806518359,3.463436969,2.65691861,1.128694307,0.390137292,1.3939,-1.881,102.26,12.03,0.11207,0.005,298,1,1,HCl,PDP,49.37
comp_109,"cis-2,6-dimethylpiperidine",CC1CCCC(C)N1,-6.094806291,-8.225729948,-8.501653405,-8.96696811,-0.203541169,1.7854,123.91,5.891265122,6.120355579,0.806518359,3.463436969,2.65691861,1.128694307,0.390137292,1.3939,-1.881,102.26,12.03,0.11207,0.01,298,1,1,HCl,PDP,52.81
comp_109,"cis-2,6-dimethylpiperidine",CC1CCCC(C)N1,-6.094806291,-8.225729948,-8.501653405,-8.96696811,-0.203541169,1.7854,123.91,5.891265122,6.120355579,0.806518359,3.463436969,2.65691861,1.128694307,0.390137292,1.3939,-1.881,102.26,12.03,0.11207,0.0001,298,1,1,HCl,EIS,33.12
comp_109,"cis-2,6-dimethylpiperidine",CC1CCCC(C)N1,-6.094806291,-8.225729948,-8.501653405,-8.96696811,-0.203541169,1.7854,123.91,5.891265122,6.120355579,0.806518359,3.463436969,2.65691861,1.128694307,0.390137292,1.3939,-1.881,102.26,12.03,0.11207,0.001,298,1,1,HCl,EIS,41.96
comp_109,"cis-2,6-dimethylpiperidine",CC1CCCC(C)N1,-6.094806291,-8.225729948,-8.501653405,-8.96696811,-0.203541169,1.7854,123.91,5.891265122,6.120355579,0.806518359,3.463436969,2.65691861,1.128694307,0.390137292,1.3939,-1.881,102.26,12.03,0.11207,0.005,298,1,1,HCl,EIS,44.04
comp_109,"cis-2,6-dimethylpiperidine",CC1CCCC(C)N1,-6.094806291,-8.225729948,-8.501653405,-8.96696811,-0.203541169,1.7854,123.91,5.891265122,6.120355579,0.806518359,3.463436969,2.65691861,1.128694307,0.390137292,1.3939,-1.881,102.26,12.03,0.11207,0.01,298,1,1,HCl,EIS,53.91
comp_110,"3,5-dimethylpiperidine",CC1CNCC(C)C1,-6.162834757,-8.175660998,-8.412944286,-9.209965789,-0.217963204,1.9164,122.78,5.944871553,6.191139089,0.860323024,3.525731056,2.665408032,1.165935884,0.365523376,1.2831,-1.445,102.26,12.03,0.11207,0.0001,298,1,1,HCl,PDP,52.36
comp_110,"3,5-dimethylpiperidine",CC1CNCC(C)C1,-6.162834757,-8.175660998,-8.412944286,-9.209965789,-0.217963204,1.9164,122.78,5.944871553,6.191139089,0.860323024,3.525731056,2.665408032,1.165935884,0.365523376,1.2831,-1.445,102.26,12.03,0.11207,0.001,298,1,1,HCl,PDP,53.12
comp_110,"3,5-dimethylpiperidine",CC1CNCC(C)C1,-6.162834757,-8.175660998,-8.412944286,-9.209965789,-0.217963204,1.9164,122.78,5.944871553,6.191139089,0.860323024,3.525731056,2.665408032,1.165935884,0.365523376,1.2831,-1.445,102.26,12.03,0.11207,0.005,298,1,1,HCl,PDP,54.29
comp_110,"3,5-dimethylpiperidine",CC1CNCC(C)C1,-6.162834757,-8.175660998,-8.412944286,-9.209965789,-0.217963204,1.9164,122.78,5.944871553,6.191139089,0.860323024,3.525731056,2.665408032,1.165935884,0.365523376,1.2831,-1.445,102.26,12.03,0.11207,0.01,298,1,1,HCl,PDP,54.86
comp_110,"3,5-dimethylpiperidine",CC1CNCC(C)C1,-6.162834757,-8.175660998,-8.412944286,-9.209965789,-0.217963204,1.9164,122.78,5.944871553,6.191139089,0.860323024,3.525731056,2.665408032,1.165935884,0.365523376,1.2831,-1.445,102.26,12.03,0.11207,0.0001,298,1,1,HCl,EIS,46.98
comp_110,"3,5-dimethylpiperidine",CC1CNCC(C)C1,-6.162834757,-8.175660998,-8.412944286,-9.209965789,-0.217963204,1.9164,122.78,5.944871553,6.191139089,0.860323024,3.525731056,2.665408032,1.165935884,0.365523376,1.2831,-1.445,102.26,12.03,0.11207,0.001,298,1,1,HCl,EIS,49.33
comp_110,"3,5-dimethylpiperidine",CC1CNCC(C)C1,-6.162834757,-8.175660998,-8.412944286,-9.209965789,-0.217963204,1.9164,122.78,5.944871553,6.191139089,0.860323024,3.525731056,2.665408032,1.165935884,0.365523376,1.2831,-1.445,102.26,12.03,0.11207,0.005,298,1,1,HCl,EIS,48.89
comp_110,"3,5-dimethylpiperidine",CC1CNCC(C)C1,-6.162834757,-8.175660998,-8.412944286,-9.209965789,-0.217963204,1.9164,122.78,5.944871553,6.191139089,0.860323024,3.525731056,2.665408032,1.165935884,0.365523376,1.2831,-1.445,102.26,12.03,0.11207,0.01,298,1,1,HCl,EIS,49.49
comp_111,4-Benzylpiperidine,c2ccc(CC1CCNCC1)cc2,-6.394403654,-6.802302334,-7.105437177,-8.3209698,-0.552663255,1.4026,201.98,5.841740399,6.433527722,0.764975334,3.599251528,2.834276194,1.142673709,0.317805468,2.4557,-2.42,152.52,12.03,0.075138,0.0001,298,1,1,HCl,PDP,58.19
comp_111,4-Benzylpiperidine,c2ccc(CC1CCNCC1)cc2,-6.394403654,-6.802302334,-7.105437177,-8.3209698,-0.552663255,1.4026,201.98,5.841740399,6.433527722,0.764975334,3.599251528,2.834276194,1.142673709,0.317805468,2.4557,-2.42,152.52,12.03,0.075138,0.001,298,1,1,HCl,PDP,65.82
comp_111,4-Benzylpiperidine,c2ccc(CC1CCNCC1)cc2,-6.394403654,-6.802302334,-7.105437177,-8.3209698,-0.552663255,1.4026,201.98,5.841740399,6.433527722,0.764975334,3.599251528,2.834276194,1.142673709,0.317805468,2.4557,-2.42,152.52,12.03,0.075138,0.005,298,1,1,HCl,PDP,76.43
comp_111,4-Benzylpiperidine,c2ccc(CC1CCNCC1)cc2,-6.394403654,-6.802302334,-7.105437177,-8.3209698,-0.552663255,1.4026,201.98,5.841740399,6.433527722,0.764975334,3.599251528,2.834276194,1.142673709,0.317805468,2.4557,-2.42,152.52,12.03,0.075138,0.01,298,1,1,HCl,PDP,83.82
comp_111,4-Benzylpiperidine,c2ccc(CC1CCNCC1)cc2,-6.394403654,-6.802302334,-7.105437177,-8.3209698,-0.552663255,1.4026,201.98,5.841740399,6.433527722,0.764975334,3.599251528,2.834276194,1.142673709,0.317805468,2.4557,-2.42,152.52,12.03,0.075138,0.0001,298,1,1,HCl,EIS,53.55
comp_111,4-Benzylpiperidine,c2ccc(CC1CCNCC1)cc2,-6.394403654,-6.802302334,-7.105437177,-8.3209698,-0.552663255,1.4026,201.98,5.841740399,6.433527722,0.764975334,3.599251528,2.834276194,1.142673709,0.317805468,2.4557,-2.42,152.52,12.03,0.075138,0.001,298,1,1,HCl,EIS,59.98
comp_111,4-Benzylpiperidine,c2ccc(CC1CCNCC1)cc2,-6.394403654,-6.802302334,-7.105437177,-8.3209698,-0.552663255,1.4026,201.98,5.841740399,6.433527722,0.764975334,3.599251528,2.834276194,1.142673709,0.317805468,2.4557,-2.42,152.52,12.03,0.075138,0.005,298,1,1,HCl,EIS,69.88
comp_111,4-Benzylpiperidine,c2ccc(CC1CCNCC1)cc2,-6.394403654,-6.802302334,-7.105437177,-8.3209698,-0.552663255,1.4026,201.98,5.841740399,6.433527722,0.764975334,3.599251528,2.834276194,1.142673709,0.317805468,2.4557,-2.42,152.52,12.03,0.075138,0.01,298,1,1,HCl,EIS,77.29
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.000001,298,0.5,1,HCl,PDP,42
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.000005,298,0.5,1,HCl,PDP,58
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.00001,298,0.5,1,HCl,PDP,66
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.00005,298,0.5,1,HCl,PDP,83
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.0001,298,0.5,1,HCl,PDP,89
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.00025,298,0.5,1,HCl,PDP,96
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.000001,298,0.5,1,HCl,EIS,39
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.000005,298,0.5,1,HCl,EIS,57
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.00001,298,0.5,1,HCl,EIS,69
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.00005,298,0.5,1,HCl,EIS,76
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.0001,298,0.5,1,HCl,EIS,82
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.00025,298,0.5,1,HCl,EIS,86
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.000001,298,6,1,HCl,WL,37
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.000005,298,6,1,HCl,WL,56
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.00001,298,6,1,HCl,WL,64
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.00005,298,6,1,HCl,WL,79
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.0001,298,6,1,HCl,WL,85
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.00025,298,6,1,HCl,WL,94
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.00025,298,6,1,HCl,WL,97
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.00025,303,6,1,HCl,WL,95
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.00025,313,6,1,HCl,WL,93
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.00025,323,6,1,HCl,WL,90
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.00025,338,6,1,HCl,WL,89
comp_112,"N,N,N-tris[(3,5-dimethyl-1H-pyrazol-1-yl)methyl] amine",Cc3cc(C)n(CN(Cn1nc(C)cc1C)Cn2nc(C)cc2C)n3,-6.301884941,-6.363382674,-6.549780669,-6.566379615,-0.345040378,2.9853,363.59,5.956844563,6.201025938,0.871153483,3.53608971,2.664936227,1.173004659,0.361701072,2.2704,-2.711,281.8,56.7,0.20252,0.00025,353,6,1,HCl,WL,87
comp_113,"N,N,bis(methyl 1-[({[3-(methoxycarbonyl)-5-methyl-1H-pyrazol-1-yl]methyl}amino)methyl])-5-methyl-1H-pyrazole-3-carboxylate",COC(=O)c3cc(C)n(CN(Cn1nc(C(=O)OC)cc1C)Cn2nc(C(=O)OC)cc2C)n3,-6.845296324,-7.026524156,-7.112240023,-7.247480613,-1.762753601,10.6585,444.78,5.082542723,6.744338544,1.883311743,4.313825143,2.4305134,1.914110756,0.076598984,0.9777,-2.102,365.05,135.6,0.34568,0.000001,298,0.5,1,HCl,PDP,22
comp_113,"N,N,bis(methyl 1-[({[3-(methoxycarbonyl)-5-methyl-1H-pyrazol-1-yl]methyl}amino)methyl])-5-methyl-1H-pyrazole-3-carboxylate",COC(=O)c3cc(C)n(CN(Cn1nc(C(=O)OC)cc1C)Cn2nc(C(=O)OC)cc2C)n3,-6.845296324,-7.026524156,-7.112240023,-7.247480613,-1.762753601,10.6585,444.78,5.082542723,6.744338544,1.883311743,4.313825143,2.4305134,1.914110756,0.076598984,0.9777,-2.102,365.05,135.6,0.34568,0.000005,298,0.5,1,HCl,PDP,30
comp_113,"N,N,bis(methyl 1-[({[3-(methoxycarbonyl)-5-methyl-1H-pyrazol-1-yl]methyl}amino)methyl])-5-methyl-1H-pyrazole-3-carboxylate",COC(=O)c3cc(C)n(CN(Cn1nc(C(=O)OC)cc1C)Cn2nc(C(=O)OC)cc2C)n3,-6.845296324,-7.026524156,-7.112240023,-7.247480613,-1.762753601,10.6585,444.78,5.082542723,6.744338544,1.883311743,4.313825143,2.4305134,1.914110756,0.076598984,0.9777,-2.102,365.05,135.6,0.34568,0.00001,298,0.5,1,HCl,PDP,33
comp_113,"N,N,bis(methyl 1-[({[3-(methoxycarbonyl)-5-methyl-1H-pyrazol-1-yl]methyl}amino)methyl])-5-methyl-1H-pyrazole-3-carboxylate",COC(=O)c3cc(C)n(CN(Cn1nc(C(=O)OC)cc1C)Cn2nc(C(=O)OC)cc2C)n3,-6.845296324,-7.026524156,-7.112240023,-7.247480613,-1.762753601,10.6585,444.78,5.082542723,6.744338544,1.883311743,4.313825143,2.4305134,1.914110756,0.076598984,0.9777,-2.102,365.05,135.6,0.34568,0.00005,298,0.5,1,HCl,PDP,49
